country,country_code,indicator,year,value,long_name,income_group,region,lending_category,other_groups,currency_unit,latest_population_census,latest_household_survey,special_notes,national_accounts_base_year,national_accounts_reference_year,system_of_national_accounts,sna_price_valuation,ppp_survey_years,balance_of_payments_manual_in_use,external_debt_reporting_status,system_of_trade,government_accounting_concept,imf_data_dissemination_standard,source_of_most_recent_income_and_expenditure_data,vital_registration_complete,latest_agricultural_census,latest_industrial_data,latest_trade_data,latest_water_withdrawal_data,2-alpha_code,wb-2_code,table_name,short_name
Least developed countries: UN classification,LDC       ,"Average interest on new external debt commitments, private (%)",2007,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC       ,Average maturity on new external debt commitments (years),2007,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC       ,"Average maturity on new external debt commitments, official (years)",2007,29.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC       ,"Average maturity on new external debt commitments, private (years)",2007,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC       ,Concessional debt (% of total external debt),2007,44.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC       ,"Currency composition of PPG debt, all other currencies (%)",2007,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC       ,"Currency composition of PPG debt, Euro (%)",2007,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,Average grace period on new external debt commitments (years),2007,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average grace period on new external debt commitments, official (years)",2007,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,Average grant element on new external debt commitments (%),2007,12.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average grant element on new external debt commitments, official (%)",2007,12.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,Average interest on new external debt commitments (%),2007,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average interest on new external debt commitments, official (%)",2007,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,Average maturity on new external debt commitments (years),2007,29.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average maturity on new external debt commitments, official (years)",2007,29.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,Concessional debt (% of total external debt),2007,77.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Currency composition of PPG debt, all other currencies (%)",2007,33.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO       ,"Currency composition of PPG debt, Euro (%)",2007,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,Average grace period on new external debt commitments (years),2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average grace period on new external debt commitments, official (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,Average grant element on new external debt commitments (%),2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average grant element on new external debt commitments, official (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,Average interest on new external debt commitments (%),2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average interest on new external debt commitments, official (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,Average maturity on new external debt commitments (years),2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average maturity on new external debt commitments, official (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,Concessional debt (% of total external debt),2007,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Currency composition of PPG debt, all other currencies (%)",2007,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR       ,"Currency composition of PPG debt, Euro (%)",2007,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,Average grace period on new external debt commitments (years),2007,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average grace period on new external debt commitments, official (years)",2007,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average grace period on new external debt commitments, private (years)",2007,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,Average grant element on new external debt commitments (%),2007,41.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average grant element on new external debt commitments, official (%)",2007,42.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average grant element on new external debt commitments, private (%)",2007,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,Average interest on new external debt commitments (%),2007,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average interest on new external debt commitments, official (%)",2007,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average interest on new external debt commitments, private (%)",2007,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,Average maturity on new external debt commitments (years),2007,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average maturity on new external debt commitments, official (years)",2007,31.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Average maturity on new external debt commitments, private (years)",2007,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,Concessional debt (% of total external debt),2007,35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Currency composition of PPG debt, all other currencies (%)",2007,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC       ,"Currency composition of PPG debt, Euro (%)",2007,13.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,Average grace period on new external debt commitments (years),2007,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average grace period on new external debt commitments, official (years)",2007,8.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,Average grant element on new external debt commitments (%),2007,48.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average grant element on new external debt commitments, official (%)",2007,48.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,Average interest on new external debt commitments (%),2007,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average interest on new external debt commitments, official (%)",2007,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,Average maturity on new external debt commitments (years),2007,33.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average maturity on new external debt commitments, official (years)",2007,33.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,Concessional debt (% of total external debt),2007,46.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Currency composition of PPG debt, all other currencies (%)",2007,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG       ,"Currency composition of PPG debt, Euro (%)",2007,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,Average grace period on new external debt commitments (years),2007,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average grace period on new external debt commitments, official (years)",2007,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,Average grant element on new external debt commitments (%),2007,40.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average grant element on new external debt commitments, official (%)",2007,40.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,Average interest on new external debt commitments (%),2007,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average interest on new external debt commitments, official (%)",2007,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,Average maturity on new external debt commitments (years),2007,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average maturity on new external debt commitments, official (years)",2007,26.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,Concessional debt (% of total external debt),2007,47.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Currency composition of PPG debt, all other currencies (%)",2007,17.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,MWI       ,"Currency composition of PPG debt, Euro (%)",2007,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,Average grace period on new external debt commitments (years),2007,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average grace period on new external debt commitments, official (years)",2007,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,Average grant element on new external debt commitments (%),2007,45.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average grant element on new external debt commitments, official (%)",2007,45.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,Average interest on new external debt commitments (%),2007,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average interest on new external debt commitments, official (%)",2007,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,Average maturity on new external debt commitments (years),2007,32.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average maturity on new external debt commitments, official (years)",2007,32.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,Concessional debt (% of total external debt),2007,65.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Currency composition of PPG debt, all other currencies (%)",2007,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI       ,"Currency composition of PPG debt, Euro (%)",2007,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,Average grace period on new external debt commitments (years),2007,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average grace period on new external debt commitments, official (years)",2007,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,Average grant element on new external debt commitments (%),2007,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average grant element on new external debt commitments, official (%)",2007,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,Average interest on new external debt commitments (%),2007,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average interest on new external debt commitments, official (%)",2007,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,Average maturity on new external debt commitments (years),2007,27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average maturity on new external debt commitments, official (years)",2007,27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,Concessional debt (% of total external debt),2007,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Currency composition of PPG debt, all other currencies (%)",2007,46.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT       ,"Currency composition of PPG debt, Euro (%)",2007,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,Average grace period on new external debt commitments (years),2007,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average grace period on new external debt commitments, official (years)",2007,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,Average grant element on new external debt commitments (%),2007,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average grant element on new external debt commitments, official (%)",2007,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,Average interest on new external debt commitments (%),2007,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average interest on new external debt commitments, official (%)",2007,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,Average maturity on new external debt commitments (years),2007,19.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average maturity on new external debt commitments, official (years)",2007,19.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,Concessional debt (% of total external debt),2007,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Currency composition of PPG debt, all other currencies (%)",2007,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS       ,"Currency composition of PPG debt, Euro (%)",2007,48.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,Average grace period on new external debt commitments (years),2007,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average grace period on new external debt commitments, official (years)",2007,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average grace period on new external debt commitments, private (years)",2007,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,Average grant element on new external debt commitments (%),2007,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average grant element on new external debt commitments, official (%)",2007,10.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average grant element on new external debt commitments, private (%)",2007,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,Average interest on new external debt commitments (%),2007,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average interest on new external debt commitments, official (%)",2007,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average interest on new external debt commitments, private (%)",2007,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,Average maturity on new external debt commitments (years),2007,17.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average maturity on new external debt commitments, official (years)",2007,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Average maturity on new external debt commitments, private (years)",2007,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,Concessional debt (% of total external debt),2007,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Currency composition of PPG debt, all other currencies (%)",2007,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR       ,"Currency composition of PPG debt, Euro (%)",2007,52.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,Average grace period on new external debt commitments (years),2007,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average grace period on new external debt commitments, official (years)",2007,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average grace period on new external debt commitments, private (years)",2007,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,Average grant element on new external debt commitments (%),2007,42.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average grant element on new external debt commitments, official (%)",2007,44.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average grant element on new external debt commitments, private (%)",2007,-4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,Average interest on new external debt commitments (%),2007,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average interest on new external debt commitments, official (%)",2007,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average interest on new external debt commitments, private (%)",2007,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,Average maturity on new external debt commitments (years),2007,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average maturity on new external debt commitments, official (years)",2007,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Average maturity on new external debt commitments, private (years)",2007,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,Concessional debt (% of total external debt),2007,23.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Currency composition of PPG debt, all other currencies (%)",2007,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ       ,"Currency composition of PPG debt, Euro (%)",2007,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,Average grace period on new external debt commitments (years),2007,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average grace period on new external debt commitments, official (years)",2007,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,Average grant element on new external debt commitments (%),2007,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average grant element on new external debt commitments, official (%)",2007,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,Average interest on new external debt commitments (%),2007,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average interest on new external debt commitments, official (%)",2007,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,Average maturity on new external debt commitments (years),2007,20.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average maturity on new external debt commitments, official (years)",2007,20.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,Concessional debt (% of total external debt),2007,28.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Currency composition of PPG debt, all other currencies (%)",2007,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR       ,"Currency composition of PPG debt, Euro (%)",2007,16.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,Average grace period on new external debt commitments (years),2007,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average grace period on new external debt commitments, official (years)",2007,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,Average grant element on new external debt commitments (%),2007,31.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average grant element on new external debt commitments, official (%)",2007,31.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,Average interest on new external debt commitments (%),2007,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average interest on new external debt commitments, official (%)",2007,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,Average maturity on new external debt commitments (years),2007,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average maturity on new external debt commitments, official (years)",2007,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,Concessional debt (% of total external debt),2007,84.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Currency composition of PPG debt, all other currencies (%)",2007,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL       ,"Currency composition of PPG debt, Euro (%)",2007,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,Average grace period on new external debt commitments (years),2007,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average grace period on new external debt commitments, official (years)",2007,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,Average grant element on new external debt commitments (%),2007,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average grant element on new external debt commitments, official (%)",2007,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,Average interest on new external debt commitments (%),2007,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average interest on new external debt commitments, official (%)",2007,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average interest on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,Average maturity on new external debt commitments (years),2007,28.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average maturity on new external debt commitments, official (years)",2007,28.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Average maturity on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,Concessional debt (% of total external debt),2007,50.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Currency composition of PPG debt, all other currencies (%)",2007,41.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER       ,"Currency composition of PPG debt, Euro (%)",2007,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA       ,Average grace period on new external debt commitments (years),2007,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA       ,"Average grace period on new external debt commitments, official (years)",2007,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA       ,"Average grace period on new external debt commitments, private (years)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA       ,Average grant element on new external debt commitments (%),2007,19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA       ,"Average grant element on new external debt commitments, official (%)",2007,19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA       ,"Average grant element on new external debt commitments, private (%)",2007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
